title,director,year,country,genres,image,synopsis,mubi_url,film_id
See You Next Tuesday,Drew Tobia,2013,United States,"Comedy, Drama",https://assets.mubicdn.net/images/film/116574/image-w448.jpg,"Store clerk Mona is phone-less, friendless, and heavily pregnant. Struggling to take care of herself, she spends time with her mother May, a recovering alcoholic, and leans on her chaotic sister Jordan. Navigating—and stoking—family dysfunction, Mona grows more impetuous as her due date approaches.",https://mubi.com/en/films/see-you-next-tuesday,116574
Self-Criticism of a Bourgeois Dog,Julian Radlmaier,2017,"Germany, Italy",Comedy,https://assets.mubicdn.net/images/film/163418/image-w448.jpg,"Young filmmaker Julian, ironically played by director Julian Radlmaier himself, falls for a young expat and offers her the leading part in his wannabe Communist fairy tale film.",https://mubi.com/en/films/self-criticism-of-a-bourgeois-dog,163418
Selma,Ava DuVernay,2014,"United States, United Kingdom","Biography, Drama, History",https://assets.mubicdn.net/images/film/118411/image-w448.jpg,"1965. Civil rights activists James Bevel, Hosea Williams and Martin Luther King Jr campaign for their right to vote. As Luther King Jr leads hundreds of like-minded people along the 54-mile highway from Selma to Alabama’s capital, Montgomery, they are met with violent conflict and brutal opposition.",https://mubi.com/en/films/selma,118411
Semana Santa,Alejandra Márquez Abella,2015,Mexico,Drama,https://assets.mubicdn.net/images/film/151473/image-w448.jpg,"Dali, her son Pepe, and her new boyfriend Chávez are on a peaceful beach vacation—but the promise of relaxation quickly fades. Pepe longs for his late father, Chávez frets over money, and Dali silently struggles with her grief. As the group grows distant, each person embarks on a separate adventure.",https://mubi.com/en/films/semana-santa,151473
Senna,Asif Kapadia,2010,"United Kingdom, France","Documentary, Biography, Sport",https://assets.mubicdn.net/images/film/37136/image-w448.jpg,"A Brazilian motor-racing legend, considered by many the greatest driver to ever live, exploded into Formula One in 1984. Compilations of archival footage reveal a physical and spiritual quest for perfection, both on and off track, until the tragic events of Imola in 1994.",https://mubi.com/en/films/senna,37136
Sentimental Value,Joachim Trier,2025,"Norway, Germany",Drama,https://assets.mubicdn.net/images/film/400360/image-w448.jpg,"Nora, a successful stage actress, reunites with her estranged father, Gustav Borg—a once-renowned film director planning a comeback with a script based on their family. When Gustav offers Nora the lead role, which she promptly declines, he turns his attention to a rising Hollywood starlet instead.",https://mubi.com/en/films/sentimental-value,400360
September Says,Ariane Labed,2024,"France, United Kingdom",Drama,https://assets.mubicdn.net/images/film/409204/image-w448.jpg,"Sisters September and July share an intense bond, speaking in a secret language and keeping the outside world at a distance. After September is suspended from school, their mother brings them to a remote house on the Irish coast—where July begins to resist her sister’s increasingly sadistic control.",https://mubi.com/en/films/september-says,409204
Séraphine,Martin Provost,2008,"France, Belgium","Biography, Drama, War, History",https://assets.mubicdn.net/images/film/3341/image-w448.jpg,"Primitivist painter and outsider Séraphine toils as a maidservant in 1914 in Senlis, France. She harbors a secret passion for painting in the evenings, one that is discovered by German art collector Wilhelm Uhde. Taken by her enormous talent, Uhde becomes determined to bring her art to the world.",https://mubi.com/en/films/seraphine,3341
Serious People,"Pasqual Gutierrez, Benjamin Mullinkosson",2025,United States,"Comedy, Drama",https://assets.mubicdn.net/images/film/431237/image-w448.jpg,"Married and expecting a child, music video director Pasqual is struggling to balance the needs of his business and his pregnant wife. When a famous rapper hires him, Pasqual finds a look-alike to impersonate him at work while he focuses on his new family. But his replacement has ideas of his own.",https://mubi.com/en/films/serious-people,431237
Seven Chances,Buster Keaton,1925,United States,"Silent, Comedy",https://assets.mubicdn.net/images/film/3772/image-w448.jpg,"Struggling stockbroker Jimmie Shannon learns that, if he gets married by 7 p.m. on his 27th birthday—which is today—he’ll inherit $7 million from an eccentric relative. But, after Mary Jones, whom he’s mooned over for years, turns him down, he has only hours to find a woman who’ll marry him.",https://mubi.com/en/films/seven-chances,3772
Seven Veils,Atom Egoyan,2023,Canada,Drama,https://assets.mubicdn.net/images/film/371187/image-w448.jpg,"An earnest theater director has the task of remounting her former mentor’s most famous work, the opera Salome. Some disturbing memories from her past will allow her repressed trauma to color the present.",https://mubi.com/en/films/seven-veils,371187
Seventeen Times Cécile Cassard,Christophe Honoré,2002,France,"Drama, LGBTQ+",https://assets.mubicdn.net/images/film/23690/image-w448.jpg,"Cécile Cassard is a woman shattered by the accidental loss of her husband. Leaving her young son with her sister, Cecile attempts to start anew in Toulouse, where she strikes up a friendship with Matthieu, a queer barman. Across 17 vignettes, Cecile’s unique path to complete reconstruction unfolds.",https://mubi.com/en/films/seventeen-times-cecile-cassard,23690
Sex,Dag Johan Haugerud,2024,Norway,"Drama, Romance, Comedy, LGBTQ+",https://assets.mubicdn.net/images/film/401238/image-w448.jpg,"Two married, heterosexual chimney sweeps face experiences that unsettle their views on sexuality and identity. One has a same-sex encounter without considering it either as an expression of homosexuality or infidelity. The other finds himself in dreams where he is seen as a woman.",https://mubi.com/en/films/sex-2024,401238
Sex and Lucía,Julio Medem,2001,"Spain, France","Drama, Romance",https://assets.mubicdn.net/images/film/501/image-w448.jpg,"Lucía is a young waitress in Madrid, who seeks refuge on a quiet, secluded Mediterranean island after the loss of her longtime boyfriend. Amidst the fresh air, dazzling sun, and glistening deep blue water, Lucía begins to piece together the dark corners of her past relationship.",https://mubi.com/en/films/sex-and-lucia,501
Sex and Violence,Bill Plympton,1999,United States,"Animation, Comedy, Short",https://assets.mubicdn.net/images/film/42129/image-w448.jpg,"In eight minutes, animator Bill Plympton gives us 24 vignettes: seven are clearly about sex, 10 about violence, and seven others deal with human frailties, particularly the body as it ages.",https://mubi.com/en/films/sex-and-violence,42129
Sexual Drive,Kota Yoshida,2021,Japan,"Drama, Anthology, Comedy",https://assets.mubicdn.net/images/film/288509/image-w448.jpg,Designer Enatsu worries about his sexless life. Office worker Akane is getting ready to return to work while undergoing rehab at home for panic attacks. Elite advertising agent Ikeyama wants to end his relationship with his lover. A shabby man named Kurita appears before all three with a secret.,https://mubi.com/en/films/sexual-drive,288509
Sexy Beast,Jonathan Glazer,2000,"United Kingdom, Spain","Crime, Comedy, Drama, Thriller",https://assets.mubicdn.net/images/film/2862/image-w448.jpg,"Gal Dove, a retired safe-cracker, is living the good life on the southern Spanish Coast. One day his past appears in the form of former associate Don Logan, whose reputation as the most psychopathic gangster in the London underworld is a sign of very bad things to come.",https://mubi.com/en/films/sexy-beast,2862
Shadow,Zhang Yimou,2018,China,"Action, Drama, History",https://assets.mubicdn.net/images/film/176950/image-w448.jpg,"In a kingdom ruled by a young and unpredictable king, the military commander has a secret weapon: a “shadow” look-alike who can fool both his enemies and the King himself.  Now he must use this weapon in an intricate plan that will lead his people to victory in a war that the King does not want.",https://mubi.com/en/films/shadow-2018,176950
Shadow of a Cloud,Radu Jude,2013,Romania,"Drama, Short",https://assets.mubicdn.net/images/film/104774/image-w448.jpg,"On a baking hot day in Bucharest, priest Florin Florescu arrives at a quiet home to administer the last rites to a dying woman. But not everyone is happy with the visitor and his Christian ritual.",https://mubi.com/en/films/shadow-of-a-cloud,104774
Shadows in Paradise,Aki Kaurismäki,1986,Finland,"Comedy, Drama, Romance",https://assets.mubicdn.net/images/film/960/image-w448.jpg,"After losing his friend and co-worker to a sudden heart attack, lonely Helsinki garbageman Nikander finds himself completely directionless. But unlikely redemption comes in the form of Ilona, a plain supermarket cashier with whom he begins a tentative love affair.",https://mubi.com/en/films/shadows-in-paradise,960
Shagbands,Luna Carmoon,2020,United Kingdom,"Short, Drama",https://assets.mubicdn.net/images/film/280309/image-w448.jpg,"In the summer heatwave of 200,. a gang of teenage girls in South London face strange sexual awakenings driven by gossip and the mysterious ritual of shagbands—small plastic bracelets representing the wearer’s sexual history.",https://mubi.com/en/films/shagbands,280309
Shakedown,Leilah Weinraub,2018,United States,"Documentary, LGBTQ+",https://assets.mubicdn.net/images/film/196949/image-w448.jpg,"Shakedown was a series of parties founded by and for Black women in Los Angeles featuring go-go dancing and strip shows for the city’s lesbian underground scene. In them, female clientele slipped dollar notes into lap dancers’ panties while celebrating lesbian sexuality to pulsating hip-hop beats.",https://mubi.com/en/films/shakedown-2018,196949
Shakti,Martín Rejtman,2019,"Argentina, Chile","Short, Comedy",https://assets.mubicdn.net/images/film/228244/image-w448.jpg,"Federico, in his mid-20s, lives alone in Buenos Aires. The day his grandmother dies, he plans to break up with his girlfriend, only for her to beat him to it, leaving him absurdly fixated on her reaction. The support of his family, his shrink, and a new encounter pull him back to the present.",https://mubi.com/en/films/shakti-2019,228244
Shall We Dance?,Masayuki Suo,1996,Japan,"Comedy, Romance, Drama",https://assets.mubicdn.net/images/film/26510/image-w448.jpg,"Shohei Sugiyama seems to have it all—a high-paying accountancy job, a beautiful home, and a caring family. However, he feels something is missing in his life. One day, while commuting, he spots a woman and decides to find her, which leads him headfirst into the world of competitive ballroom dancing.",https://mubi.com/en/films/shall-we-dance-1996,26510
Shame,Steve McQueen,2011,United Kingdom,"Drama, Erotica",https://assets.mubicdn.net/images/film/87237/image-w448.jpg,New Yorker Brandon lives in a high-rise apartment and has a well-paying job. He is also a sex addict who hides his shame behind this facade of respectability. The unexpected arrival of his wayward sister threatens to unravel everything.,https://mubi.com/en/films/shame-2011,87237
Shanghai Blues,Tsui Hark,1984,Hong Kong,"Comedy, Musical, Romance",https://assets.mubicdn.net/images/film/38394/image-w448.jpg,"In 1937, amid Shanghai’s bombings, aspiring songwriter Tung and showgirl Shu find solace under a bridge. Though unable to see each other clearly, the young couple fall in love and plan to meet again when the war ends. A decade later, Tung and Shu cross paths again, unaware of their past connection.",https://mubi.com/en/films/shanghai-blues,38394
Shanty Tramp,Joseph G. Prieto,1967,United States,"Drama, Erotica",https://assets.mubicdn.net/images/film/105006/image-w448.jpg,"A small-town Southern white prostitute has to decide between her lust for a black man and her meal-ticket, the sleazy revival-tent preacher who’s just rolled into town.",https://mubi.com/en/films/shanty-tramp,105006
Sharp Stick,Lena Dunham,2022,United States,Comedy,https://assets.mubicdn.net/images/film/296679/image-w448.jpg,"Sarah Jo is a naive 26-year-old living on the fringes of Hollywood with her mother (longing for money) and sister (longing for exposure.) She just longs to be seen. When she begins an affair with her older employer, she is thrust into an education on sexuality, loss, and power.",https://mubi.com/en/films/sharp-stick,296679
Shaun of the Dead,Edgar Wright,2004,"United Kingdom, France","Comedy, Horror, Romance",https://assets.mubicdn.net/images/film/2458/image-w448.jpg,"At nearly 30, Shaun drifts through life between his friends, his flat, and the local pub, leaving little space for his girlfriend Liz. When Liz breaks up with him, he resolves to put his life back on track—just as a zombie outbreak turns London into chaos.",https://mubi.com/en/films/shaun-of-the-dead,2458
She Dies Tomorrow,Amy Seimetz,2020,United States,"Drama, Horror, Fantasy",https://assets.mubicdn.net/images/film/254577/image-w448.jpg,"After waking up convinced that she is going to die tomorrow, Amy’s carefully mended life begins to unravel. As her delusions of certain death become contagious to those around her, Amy and her friends’ lives spiral out of control in a tantalizing descent into madness.",https://mubi.com/en/films/she-dies-tomorrow,254577
She-Man: A Story of Fixation,Bob Clark,1967,United States,"Comedy, Crime, Drama, LGBTQ+",https://assets.mubicdn.net/images/film/182382/image-w448.jpg,"A curious cross-dressing hybrid of psychodrama and intrigue, filmed in Florida, clearly made to capitalize on the Christine Jorgensen sex change mania of the 1950s. Directed by a pre-Porky’s and Black Christmas Bob Clark, with an arguably sympathetic viewpoint towards trans men and women.",https://mubi.com/en/films/she-man-a-story-of-fixation,182382
She's Funny That Way,Peter Bogdanovich,2014,United States,Drama,https://assets.mubicdn.net/images/film/116556/image-w448.jpg,"When an established Broadway director casts his escort-turned-actress Izzy to star in his new play alongside his wife and her ex-lover, a zany love tangle forms. When Izzy’s therapist Jane—who is in a failing relationship with the play’s writer—enters the scene, things get even more complicated.",https://mubi.com/en/films/she-s-funny-that-way,116556
She Said,Maria Schrader,2022,United States,"Drama, Biography",https://assets.mubicdn.net/images/film/308156/image-w448.jpg,A testament to the power of investigative journalism. New York Times reporters Megan Twohey and Jodi Kantor break one of the most important stories in a generation—a story that helped launch the #MeToo movement and shattered decades of silence around the subject of sexual assault in Hollywood.,https://mubi.com/en/films/she-said-2022,308156
She Was Dania,Dariela Ludlow,2016,Mexico,Documentary,https://assets.mubicdn.net/images/film/182333/image-w448.jpg,A teenage mother faces the challenge of raising a child alone while trying to reinvent herself in an unforgiving social environment.,https://mubi.com/en/films/she-was-dania,182333
Sheep,"Gilles Deroo, Marianne Pistone",2013,France,Drama,https://assets.mubicdn.net/images/film/108564/image-w448.jpg,"Aurélien, known as “Mouton” (Sheep), works in a restaurant in a small town. A cheerful 17-year-old, he leads a simple life and is loved by those who get to know him. That’s until Mouton disappears after a bizarre accident. The friends he leaves behind continue on with life, but miss him dearly.",https://mubi.com/en/films/sheep-2013,108564
Shéhérazade,Jean-Bernard Marlin,2018,France,"Drama, Romance",https://assets.mubicdn.net/images/film/203742/image-w448.jpg,"Zachary, 17, is released from prison. Rejected by his mother, he hangs around the mean streets of Marseille, where he meets Shéhérazade, a teenage sex worker. They fall in love and Shéhérazade puts him up in her room. Little by little, without really wanting to, Zach becomes Shéhérazade’s pimp.",https://mubi.com/en/films/sheherazade-2018,203742
Sherlock Jr.,Buster Keaton,1924,United States,"Silent, Comedy, Action",https://assets.mubicdn.net/images/film/1527/image-w448.jpg,"A film projectionist longs to be a detective, and puts his meager skills to work when he is framed by a rival for stealing his girlfriend’s father’s pocketwatch.",https://mubi.com/en/films/sherlock-jr,1527
She's Lost Control,Anja Marquardt,2014,United States,Drama,https://assets.mubicdn.net/images/film/117327/image-w448.jpg,"Fiercely independent, Ronah works as a sexual surrogate in New York City, teaching her clients the very thing they fear most—to be intimate. Her life unravels when she starts working with a volatile new client, blurring the thin line between professional and personal intimacy in the modern world.",https://mubi.com/en/films/shes-lost-control,117327
Shine Your Eyes,Matias Mariani,2020,"Brazil, France",Drama,https://assets.mubicdn.net/images/film/254903/image-w448.jpg,Nigerian Amadi is looking for his brother Ikenna in the city of São Paulo. Little by little he realizes that the supposedly successful mathematics teacher invented an imaginary narrative of his life in Brazil for his family. Amadi slowly uncovers the truth on a quest through the city’s underworld.,https://mubi.com/en/films/shine-your-eyes,254903
Shirin,Abbas Kiarostami,2008,Iran,"Avant-Garde, Drama",https://assets.mubicdn.net/images/film/3577/image-w448.jpg,"A film adaptation of “Khosrow and Shirin”, a 12th-century Persian tale, is shown to an audience of more than 110 celebrated actresses, all Iranian except for one from France. Though the film is invisible, the faces of the women watching the show tell the story as they gaze upon the heroine.",https://mubi.com/en/films/shirin,3577
Shirley,Josephine Decker,2020,United States,"Drama, Thriller, Biography",https://assets.mubicdn.net/images/film/206218/image-w448.jpg,"Horror writer Shirley Jackson is on the verge of completing her masterpiece when the arrival of newlyweds Rose and Fred upends her routine. Heightening tensions in her relationship with her philandering husband, Jackson decides to befriend Rose, but Rose becomes unsettled by Jackson’s fragile state.",https://mubi.com/en/films/shirley,206218
Shirley Adams,Oliver Hermanus,2009,"South Africa, United States",Drama,https://assets.mubicdn.net/images/film/4239/image-w448.jpg,"In the depressed cape Town neighborhood of Cape Flats, a single mother contemplates her fate and cautiously accepts the help of an overeager social worker as she struggles to care for her paraplegic and suicidal son.",https://mubi.com/en/films/shirley-adams,4239
Shithouse,Cooper Raiff,2020,United States,"Comedy, Drama, Romance",https://assets.mubicdn.net/images/film/255674/image-w448.jpg,A lonely college freshman forges a strong connection with his resident assistant during a fraternity party.,https://mubi.com/en/films/shithouse,255674
Shiva Baby,Emma Seligman,2020,United States,"Comedy, Drama, LGBTQ+",https://assets.mubicdn.net/images/film/254618/image-w448.jpg,"College student Danielle is faced with a series of awkward encounters at a day-long shiva, a Jewish gathering during a time of mourning. Amongst overbearing relatives, she is rattled by the appearance of an ex-girlfriend and of her secret sugar daddy, who unexpectedly arrives with his wife and baby.",https://mubi.com/en/films/shiva-baby-2020,254618
Shoah: Part One,Claude Lanzmann,1985,"France, United Kingdom","Documentary, History",https://assets.mubicdn.net/images/film/456912/image-w448.jpg,"Through interviews with survivors, witnesses, and former perpetrators, memories of the Holocaust unfold across the landscapes where it occurred. Over images of the Polish fields and forests that once were Treblinka, Chelmno, and Auschwitz, voices recount stories of deportation and survival.",https://mubi.com/en/films/shoah-part-one-1985,456912
Shoah: Part Two,Claude Lanzmann,1985,"France, United Kingdom","Documentary, History",https://assets.mubicdn.net/images/film/456913/image-w448.jpg,"Through interviews with survivors, witnesses, and former perpetrators, memories of the Holocaust unfold across the landscapes where it occurred. Over images of the Polish fields and forests that once were Treblinka, Chelmno, and Auschwitz, voices recount stories of deportation and survival.",https://mubi.com/en/films/shoah-part-two-1985,456913
Shoeshine,Vittorio De Sica,1946,Italy,Drama,https://assets.mubicdn.net/images/film/1579/image-w448.jpg,"Two shoeshine boys in postwar Rome save up to buy a horse, but their involvement as dupes in a burglary lands them in juvenile prison where the experience takes a devastating toll on their friendship.",https://mubi.com/en/films/shoeshine,1579
Shoplifters,Hirokazu Koreeda,2018,Japan,"Drama, Crime",https://assets.mubicdn.net/images/film/200178/image-w448.jpg,"On the margins of Tokyo, a family is united by fierce loyalty and a penchant for petty theft. One day the father and son meet an abandoned little girl, and, despite their poverty, the family takes her in. But an incident will expose their secrets that upend their tenuous, below-the-radar existence.",https://mubi.com/en/films/shoplifters,200178
Short Sharp Shock,Fatih Akın,1998,Germany,"Crime, Drama",https://assets.mubicdn.net/images/film/30381/image-w448.jpg,"Gabriel, Bobby and Costa are old friends from Altona, a multicultural hood in Hamburg. Just out of prison, Gabriel wants to turn his back on crime, but the others continue to operate as petty criminals. Friendships are tested as the trio navigate a dark world of mafia bosses and deals gone wrong.",https://mubi.com/en/films/short-sharp-shock,30381
Shortbus,John Cameron Mitchell,2006,United States,"Comedy, Drama, Romance, Erotica, LGBTQ+",https://assets.mubicdn.net/images/film/20697/image-w448.jpg,"Sex counselor Sofia has never once had an orgasm. But everything changes when Jamie and James, a gay couple she treats, introduce her to New York’s polysexual sex party scene. As dominatrix Severin helps Sofia to reach climax, Jamie and James’ sex life complicates with the arrival of a third lover.",https://mubi.com/en/films/shortbus,20697
Showgirls,Paul Verhoeven,1995,"United States, France","Drama, LGBTQ+, Erotica, Cult",https://assets.mubicdn.net/images/film/22820/image-w448.jpg,"Nomi, a young drifter, arrives in Vegas to become a dancer. She gets a job stripping at one of the lesser joints on the strip, but soon catches the eye of talent scouts who hire the performers for a casino. She works her way into the cast, and eventually sets her sights on taking the starring role.",https://mubi.com/en/films/showgirls,22820
Showing Up,Kelly Reichardt,2022,United States,"Comedy, Drama",https://assets.mubicdn.net/images/film/292564/image-w448.jpg,"In Portland, sculptor Lizzy prepares for an upcoming exhibition while navigating daily frustrations—from her artist-landlord’s distractions to family pressures and a wounded pigeon. As the show approaches, tensions quietly mount in her carefully balanced life.",https://mubi.com/en/films/showing-up-2021,292564
Shrooms,Jorge Jácome,2023,Portugal,"Avant-Garde, Short, Drama",https://assets.mubicdn.net/images/film/386821/image-w448.jpg,"In a forest just outside Lisbon, Dan, a young Venezuelan man, forages for magic mushrooms. Back in the city, he prepares the mushrooms before distributing them across Lisbon to those who need them the most—using carrier pigeons as his secret delivery service.",https://mubi.com/en/films/shrooms-2023,386821
Shut Up and Play the Piano,Philipp Jedicke,2018,"Germany, United Kingdom","Documentary, Biography, Music",https://assets.mubicdn.net/images/film/197260/image-w448.jpg,"The son of Hungarian Jews who fled to Canada during the war, Grammy-winning musician Chilly Gonzales inspired and collaborated with the likes of Daft Punk and Drake. Converging between rap, electro and chamber music, the eccentric entertainer invited himself into the ivory tower of classical music.",https://mubi.com/en/films/shut-up-and-play-the-piano,197260
Sibel,"Guillaume Giovanetti, Çağla Zencirci",2018,"Turkey, France",Drama,https://assets.mubicdn.net/images/film/210684/image-w448.jpg,"Sibel, who is only able to communicate by whistling, lives with her father in a remote village. The villagers view her as a second-class citizen. To make up for her loneliness, Sibel keeps herself busy doing field work. One day she meets a deserter from the Turkish army hiding in the forest.",https://mubi.com/en/films/sibel,210684
Siberia,Abel Ferrara,2020,"Italy, Germany","Drama, Fantasy, Horror",https://assets.mubicdn.net/images/film/160804/image-w448.jpg,"Clint is a damaged man who has retreated to a remote mountain cabin where he hopes to find serenity. On a fateful evening, to confront himself, he begins a journey by dogsled to the world he once knew. He travels through dreams, memory and imagination in an attempt to find his true self.",https://mubi.com/en/films/siberia-2017,160804
Sibyl,Justine Triet,2019,"France, Belgium",Drama,https://assets.mubicdn.net/images/film/227269/image-w448.jpg,"Lacking inspiration for her new novel, psychotherapist Sibyl borrows source material from the life of her newest patient Margot, a young actor wrapped up in a dramatic affair with her co-star, Igor. Becoming further enmeshed in Margot’s life, Sibyl starts to blur fiction with reality.",https://mubi.com/en/films/sibyl-2019,227269
[sic],Eric Baudelaire,2010,France,"Documentary, Short",https://assets.mubicdn.net/images/film/129456/image-w448.jpg,"Artist Eric Baudelaire constructed an ‘imaginary reality’ after a sojourn in Kyoto. In an art bookstore, a girl is responsible for ‘bokashi’: obscuring images. The entire book collection has passed through her hands. She determines what we can and cannot see.",https://mubi.com/en/films/sic,129456
Sick of Myself,Kristoffer Borgli,2022,"Norway, Sweden","Comedy, Horror",https://assets.mubicdn.net/images/film/339521/image-w448.jpg,"Signe and Thomas are young, attractive, and extraordinarily infuriating. Their relationship as a couple degenerates when contemporary artist Thomas achieves celebrity. Jealous, Signe decides to go to any lengths to get herself noticed. Any lengths at all.",https://mubi.com/en/films/sick-of-myself-2022,339521
Sid & Nancy,Alex Cox,1986,United Kingdom,"Drama, Biography, Music",https://assets.mubicdn.net/images/film/535/image-w448.jpg,"Sex Pistols, a successful punk rock band from England, embarks on their first U.S. tour. Bassist Sid Vicious brings troubled girlfriend Nancy Spungen, causing tension with bandmate Johnny Rotten and manager Malcolm McLaren. Sid and Nancy’s relationship spirals into addiction and co-dependency.",https://mubi.com/en/films/sid-nancy,535
Sidewalk Sisters,Yasemin Alkaya,2008,Turkey,Documentary,https://assets.mubicdn.net/images/film/420133/image-w448.jpg,"A story about Elif, who, at the age of 16, is forced to confront the harshest and most painful aspects of life. It follows her struggle to remain a good person despite facing tragic events that are too overwhelming for someone so young.",https://mubi.com/en/films/sidewalk-sisters,420133
Sideway,Tayfun Pirselimoğlu,2017,"Turkey, Greece","Drama, Thriller",https://assets.mubicdn.net/images/film/184835/image-w448.jpg,The residents of a small town set between a stormy sea and an ominous forest are becoming insane. They are convinced that successive signs appearing in the town are indications of doomsday.,https://mubi.com/en/films/sideway,184835
Signal 8,Simon Liu,2019,"Hong Kong, United Kingdom","Short, Avant-Garde, Documentary",https://assets.mubicdn.net/images/film/246209/image-w448.jpg,"Lives carry on in Hong Kong as traces of civic upkeep morph into sites of remembrance. Decorative structures mimic nature then occasionally malfunction, transforming common spectacles into warning signs.",https://mubi.com/en/films/signal-8,246209
Silence,Martin Scorsese,2016,"United States, United Kingdom","Drama, History",https://assets.mubicdn.net/images/film/119752/image-w448.jpg,"Two Christian missionaries travel to Japan in search of their missing mentor at a time when Christianity is outlawed. When they are captured and imprisoned, both men are plunged into an odyssey that will test their faith, challenge their sanity and, perhaps, risk their very lives.",https://mubi.com/en/films/silence-2015,119752
Silence is Golden,Tayfun Pirselimoğlu,2002,"Turkey, Italy","Drama, Short",https://assets.mubicdn.net/images/film/296837/image-w448.jpg,"The story of an Albanian immigrant who, while working as a barber in an Italian town, resorts to countless tricks to survive. One day, a stunningly beautiful woman moves in across from his shop, turning his life upside down.",https://mubi.com/en/films/silence-is-golden-2002,296837
Silent Country,Andreas Dresen,1992,Germany,Drama,https://assets.mubicdn.net/images/film/88499/image-w448.jpg,"1989. An idealistic director comes to a provincial town in East Germany to put on Samuel Beckett’s Waiting for Godot at the local theater. Although the unenthusiastic performers show no interest in the play, he remains undaunted. Meanwhile, far away in the capital, a revolution is taking place.",https://mubi.com/en/films/silent-country,88499
Silent Friend,Ildikó Enyedi,2025,"Germany, France",Drama,https://assets.mubicdn.net/images/film/408026/image-w448.jpg,"In Marburg’s Old Botanical Garden, an ancient ginkgo tree anchors three lives across a century. In 1908, Grete, the university’s first biology student, turns to plant photography. In 1972, Hannes is changed by close observation. In 2020, a visiting neuroscientist experiments with the tree.",https://mubi.com/en/films/silent-friend,408026
Silent Souls,Aleksey Fedorchenko,2010,Russia,Drama,https://assets.mubicdn.net/images/film/31402/image-w448.jpg,"When Miron’s wife Tanya passes away, he asks his friend Aist to help him say goodbye according to the rituals of the Merya culture—an ancient tribe from West-Central Russia. As the two men set out on a long journey with her body, Miron relates details of his marriage, with unintended consequences.",https://mubi.com/en/films/silent-souls,31402
Silver Linings Playbook,David O. Russell,2012,United States,Drama,https://assets.mubicdn.net/images/film/99267/image-w448.jpg,"After losing his job and wife, Pat Solatano winds up living with his parents. He wants to rebuild his life, but his parents would be happy if he just shared their obsession with the Philadelphia Eagles. Things get complicated when Pat meets Tiffany, who offers to help him reconnect with his wife.",https://mubi.com/en/films/silver-linings-playbook,99267
Silvia Prieto,Martín Rejtman,1999,Argentina,"Comedy, Drama",https://assets.mubicdn.net/images/film/23535/image-w448.jpg,"When she turns 27, Silvia Prieto decides to change her life: she quits marijuana and looks for a job. When she discovers that there are other women who share her name, she develops a bizarre obsession with the “other” Silvias, an obsession that involves unraveling the riddle of her own identity.",https://mubi.com/en/films/silvia-prieto,23535
Simone Barbes or Virtue,Marie-Claude Treilhou,1980,France,"Drama, LGBTQ+",https://assets.mubicdn.net/images/film/49752/image-w448.jpg,"Simone, a leather-clad porn theater worker, spends her shifts bantering with her coworker and observing eccentric customers in the cinema’s lobby. Tonight, she clocks out and heads off to meet her girlfriend, a waitress at a lesbian club. Later, she’ll encounter a lonely man on the prowl.",https://mubi.com/en/films/simone-barbes-ou-la-vertu,49752
Identifying Features,Fernanda Valadez,2020,"Mexico, Spain",Drama,https://assets.mubicdn.net/images/film/251227/image-w448.jpg,"Magdalena makes a journey to find her son, who has disappeared on his way to the Mexican border with the United States. Her odyssey takes her to meet Miguel, a man recently deported from the US. They start to travel together, Magdalena looking for her son, and Miguel hoping to see his mother again.",https://mubi.com/en/films/sin-senas-particulares,251227
Sincronía,Jorge Iván Morales,2009,Mexico,"Comedy, Romance, Drama",https://assets.mubicdn.net/images/film/132429/image-w448.jpg,"When Arturo is offered a job in another country, he is forced to reevaluate his feelings towards his friend Sandra. Things get even more complicated when Sandra’s request for a loan to start her own business is approved. Soon, they’ll both have to make a decision between love and their careers.",https://mubi.com/en/films/sincronia,132429
Sing Sing,Greg Kwedar,2023,United States,Drama,https://assets.mubicdn.net/images/film/385939/image-w448.jpg,"Imprisoned for a crime he didn’t commit, Divine G finds purpose by acting in a theatre group alongside other incarcerated men, including a wary newcomer.",https://mubi.com/en/films/sing-sing-2023,385939
Singapore Sling,Nikos Nikolaidis,1990,Greece,"Comedy, Drama, Avant-Garde, LGBTQ+, Cult",https://assets.mubicdn.net/images/film/22610/image-w448.jpg,"One night Singapore Sling finds himself in a mysterious villa, watching two women bury a body. He falls into their trap and, in an atmosphere of isolation and decadence, the trio act out insane pleasure games and a ritual of blood and murder.",https://mubi.com/en/films/singapore-sling,22610
Singing Women,Reha Erdem,2013,"France, Germany",Drama,https://assets.mubicdn.net/images/film/108785/image-w448.jpg,"An island off the coast of Turkey is about to be evacuated due to a possible earthquake — but its inhabitants have been stricken with a mysterious illness, consigning them to an uncertain fate.",https://mubi.com/en/films/singing-women,108785
Sinners,Ryan Coogler,2025,United States,"Thriller, Horror, Action, Drama",https://assets.mubicdn.net/images/film/408918/image-w448.jpg,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",https://mubi.com/en/films/sinners-2025,408918
